Id,SalePrice
2016,193757.755
2017,190700.7497
2018,120023.9187
2019,130326.5653
2020,84786.79202
2021,92707.43455
2022,184037.9243
2023,150277.8132
2024,282050.6979
2025,334082.3272
2026,171075.4539
2027,153824.9305
2028,154346.0897
2029,170355.9721
2030,250456.0587
2031,232675.1621
2032,253724.9569
2033,249253.8792
2034,171122.4637
2035,221186.8254
2036,192312.0316
2037,196008.2804
2038,311843.9314
2039,220534.3422
2040,300156.001
2041,295682.8494
2042,206138.4607
2043,170421.1458
2044,185689.5394
2045,208954.107
2046,144435.3786
2047,142983.8869
2048,134461.1903
2049,135244.1272
2050,173901.6557
2051,106376.4943
2052,117584.8891
2053,144359.9939
2054,92748.82504
2055,171482.9314
2056,145292.5454
2057,110361.1159
2058,218817.8082
2059,128829.1355
2060,182379.6349
2061,182910.9072
2062,125346.0164
2063,121671.1374
2064,134763.2524
2065,99313.06269
2066,179436.3678
2067,104103.3348
2068,148881.5366
2069,93825.3769
2070,122926.7478
2071,96496.34987
2072,150220.6295
2073,127178.7882
2074,191401.4862
2075,165392.3541
2076,117621.4735
2077,149261.8638
2078,110851.359
2079,139025.674
2080,118004.8042
2081,128958.4876
2082,108350.8986
2083,156178.1586
2084,107924.1783
2085,125052.432
2086,117262.158
2087,122297.4854
2088,100665.1659
2089,61766.32195
2090,119251.5059
2091,93837.50594
2092,129296.1316
2093,162426.9924
2094,106162.6199
2095,158691.3182
2096,80767.25771
2097,98366.02546
2098,155055.4641
2099,36171.99498
2100,27406.89445
2101,108924.4189
2102,134455.1692
2103,102082.2417
2104,147315.2514
2105,132426.6287
2106,37273.09254
2107,201569.1428
2108,109446.5115
2109,103901.5549
2110,129017.4353
2111,139864.4286
2112,144323.3494
2113,110630.4345
2114,116775.727
2115,160195.427
2116,127048.0861
2117,148402.1694
2118,115191.7722
2119,109259.9248
2120,96940.50095
2121,83245.31893
2122,110968.3552
2123,75203.38139
2124,151915.994
2125,135236.6466
2126,156094.033
2127,169490.8988
2128,136472.1908
2129,70235.50507
2130,131502.3173
2131,118107.5956
2132,123142.7737
2133,125387.0957
2134,122174.1641
2135,102560.0058
2136,60939.59987
2137,105650.3695
2138,116371.8962
2139,141775.7111
2140,148467.5794
2141,166326.211
2142,119430.4559
2143,153516.3082
2144,105548.0298
2145,142384.3236
2146,213894.4761
2147,137563.3971
2148,136135.5511
2149,148138.1109
2150,232345.8839
2151,120853.8076
2152,207254.5059
2153,184073.4741
2154,111757.3366
2155,155767.9187
2156,257749.1394
2157,226764.1161
2158,236280.3931
2159,206901.7137
2160,189969.627
2161,224114.1909
2162,363853.7133
2163,359773.5518
2164,235764.7308
2165,221719.389
2166,163431.0915
2167,226012.9134
2168,211690.5679
2169,196020.8247
2170,218328.4148
2171,154095.0139
2172,127667.0257
2173,174541.3709
2174,226994.0599
2175,266903.2008
2176,298265.4912
2177,237343.6609
2178,206664.3303
2179,134619.4026
2180,219835.8522
2181,196106.961
2182,222488.0221
2183,186381.0076
2184,121196.4684
2185,133090.9936
2186,154164.8345
2187,150341.1098
2188,158495.0849
2189,337737.6647
2190,88737.48733
2191,80184.24222
2192,77705.09883
2193,142837.473
2194,98219.63122
2195,123150.1983
2196,117310.8949
2197,125649.8748
2198,172145.13
2199,174112.42
2200,144614.2351
2201,142561.4153
2202,186199.7084
2203,140212.6149
2204,173133.6172
2205,118944.3557
2206,146771.3667
2207,205375.922
2208,250141.5745
2209,232802.7846
2210,122369.7972
2211,130377.1748
2212,118731.5633
2213,101043.9217
2214,126631.5774
2215,99998.40017
2216,157108.7447
2217,69007.78366
2218,81862.479
2219,75244.15823
2220,23128.51456
2221,330402.3199
2222,284610.0853
2223,275053.6183
2224,212414.5097
2225,125228.1997
2226,195375.0344
2227,194452.3198
2228,277638.9945
2229,255672.5733
2230,148866.4283
2231,224591.8068
2232,179882.3741
2233,183892.305
2234,235715.3966
2235,227899.8666
2236,250323.7037
2237,294021.0475
2238,202348.3035
2239,111911.9156
2240,168180.7157
2241,143885.6081
2242,127149.0063
2243,128395.5368
2244,102442.9398
2245,116350.4259
2246,147291.1601
2247,126938.5217
2248,134010.1506
2249,120697.1837
2250,128986.0902
2251,125711.2999
2252,191563.06
2253,161066.25
2254,180609.8613
2255,185878.0841
2256,170933.1029
2257,211807.7341
2258,153238.2896
2259,180353.2375
2260,137840.5405
2261,208193.836
2262,241675.4087
2263,353701.2178
2264,452103.7265
2265,172706.1325
2266,314610.9301
2267,372429.3682
2268,419080.8476
2269,151388.1602
2270,189234.6456
2271,223879.5882
2272,207343.0711
2273,158462.0349
2274,189214.3021
2275,172467.1298
2276,214853.5694
2277,198307.8842
2278,144533.4177
2279,147723.2249
2280,116046.2699
2281,153466.6623
2282,171354.0857
2283,102465.1492
2284,118403.3936
2285,146022.444
2286,122239.8348
2287,385331.1211
2288,295383.393
2289,352949.6941
2290,440220.8311
2291,347762.708
2292,411162.6334
2293,456487.785
2294,377246.9403
2295,443619.7403
2296,292890.4715
2297,382628.747
2298,365747.2789
2299,341250.4865
2300,326730.337
2301,330136.0652
2302,256027.0515
2303,249398.1119
2304,264749.727
2305,230508.1576
2306,214222.7031
2307,213273.4062
2308,249219.3146
2309,309416.4353
2310,228468.6212
2311,230558.0743
2312,192769.9531
2313,174848.0068
2314,198438.973
2315,190583.0228
2316,207480.1309
2317,189379.1353
2318,191703.52
2319,197674.6099
2320,193412.9925
2321,237185.8554
2322,193323.3089
2323,193705.0998
2324,178759.1164
2325,214774.6093
2326,169686.878
2327,200873.3695
2328,219077.2756
2329,196374.3404
2330,186264.4255
2331,320517.9074
2332,370387.1879
2333,309840.7531
2334,265041.3737
2335,289185.4216
2336,310127.7542
2337,199861.0237
2338,251229.754
2339,209398.2639
2340,378082.2575
2341,209805.7088
2342,217199.2366
2343,214767.118
2344,215044.4876
2345,218711.113
2346,216241.7694
2347,203839.4806
2348,241067.4985
2349,191250.6871
2350,302442.5196
2351,279964.1129
2352,230860.5836
2353,234173.2104
2354,157510.5699
2355,146427.8893
2356,155732.2754
2357,186577.9156
2358,195444.9069
2359,135642.6213
2360,111209.9329
2361,146398.5501
2362,263894.5182
2363,152899.8323
2364,166097.357
2365,196736.8346
2366,198502.3008
2367,226378.8284
2368,233372.6702
2369,215346.595
2370,165571.171
2371,164339.2388
2372,182534.2185
2373,270667.3936
2374,300877.7495
2375,223841.7295
2376,285583.7275
2377,309344.0215
2378,160518.1044
2379,238913.1596
2380,156391.8352
2381,174109.1568
2382,201477.5171
2383,208437.9717
2384,241087.1261
2385,160511.155
2386,131869.7441
2387,123223.0699
2388,105456.2884
2389,108975.2098
2390,157806.8869
2391,154512.7767
2392,114683.4844
2393,177489.0538
2394,151782.593
2395,210124.2035
2396,143231.9217
2397,219143.819
2398,133265.7261
2399,55338.29098
2400,53239.38972
2401,130718.7488
2402,140866.7407
2403,139637.4423
2404,147749.4661
2405,151291.0602
2406,146047.2791
2407,131342.4364
2408,143104.4779
2409,121152.4544
2410,178996.1246
2411,117973.8876
2412,161696.9058
2413,125456.1815
2414,174157.5353
2415,135406.1004
2416,130228.6318
2417,137734.5849
2418,136799.9814
2419,124928.0937
2420,120901.2358
2421,153251.1759
2422,112681.8455
2423,126919.9871
2424,142119.945
2425,234131.9435
2426,134173.2072
2427,142442.9976
2428,177450.037
2429,99986.9368
2430,130031.7647
2431,105267.0895
2432,140619.0795
2433,137908.9053
2434,138922.6756
2435,152450.3619
2436,92825.97306
2437,105424.323
2438,111684.4498
2439,102208.3883
2440,125878.7498
2441,98469.5312
2442,89984.24854
2443,139945.6726
2444,130515.6975
2445,79581.00381
2446,139793.5431
2447,195377.2641
2448,123846.5668
2449,109288.9041
2450,160190.2919
2451,113469.2651
2452,219243.6412
2453,85922.79102
2454,117948.796
2455,131267.5801
2456,150750.3347
2457,135652.737
2458,120999.035
2459,98943.02397
2460,138501.7226
2461,120140.7189
2462,129045.4236
2463,121914.9921
2464,193691.6031
2465,151528.5651
2466,117994.1533
2467,135812.7193
2468,84732.94473
2469,87347.57608
2470,196517.1882
2471,211694.2187
2472,179513.0891
2473,100659.8374
2474,65708.2647
2475,224996.6569
2476,112143.7088
2477,106903.7669
2478,149421.6551
2479,93969.22418
2480,151195.2483
2481,114215.5079
2482,101523.63
2483,97559.51398
2484,117996.9117
2485,123515.7571
2486,167534.8153
2487,205619.4815
2488,173189.2933
2489,159718.1456
2490,136464.4667
2491,94429.92695
2492,186963.011
2493,156062.7405
2494,157161.0756
2495,92044.82993
2496,225525.6168
2497,169565.4391
2498,107961.7153
2499,84235.50474
2500,141865.0196
2501,141239.8093
2502,160282.6694
2503,108126.5454
2504,191986.4657
2505,234525.2291
2506,248238.1771
2507,271006.8682
2508,247872.1299
2509,209847.8884
2510,210684.2117
2511,176206.6553
2512,215504.7366
2513,216629.3222
2514,278740.0061
2515,149208.4253
2516,176551.7492
2517,151840.7868
2518,153350.1053
2519,242407.2703
2520,222065.8341
2521,188239.69
2522,222487.3998
2523,117707.2315
2524,134096.2413
2525,141692.7679
2526,142446.8968
2527,109568.4269
2528,147428.3635
2529,145725.0743
2530,123552.5025
2531,255293.2355
2532,224925.2698
2533,196494.7713
2534,240233.1719
2535,275306.2723
2536,223002.644
2537,254002.348
2538,193178.9575
2539,183289.8575
2540,188755.6138
2541,176771.0537
2542,160325.3053
2543,128749.9047
2544,134166.1985
2545,143106.162
2546,135806.3674
2547,154160.6684
2548,171072.6784
2549,166602.2585
2550,697238.3453
2551,152115.9151
2552,137336.6755
2553,69362.82564
2554,86933.2957
2555,128616.3806
2556,97544.30832
2557,114901.7155
2558,182024.9308
2559,132857.4322
2560,155062.6697
2561,141939.3823
2562,155264.1088
2563,144216.3271
2564,181385.9231
2565,131957.122
2566,156982.9383
2567,120054.7313
2568,217136.0639
2569,219607.3813
2570,114551.4728
2571,176829.9743
2572,166696.245
2573,214883.8666
2574,275983.7095
2575,134269.3617
2576,126543.221
2577,161285.108
2578,74151.57988
2579,17997.79847
2580,103707.3478
2581,124901.1827
2582,122610.1169
2583,271396.1125
2584,185000.5033
2585,191350.6012
2586,232055.1883
2587,209842.5544
2588,153966.2673
2589,147793.4707
2590,204996.4184
2591,231959.8241
2592,227074.5607
2593,272207.3489
2594,171659.3168
2595,211127.9918
2596,272226.0383
2597,197714.6262
2598,271200.9254
2599,355412.5267
2600,200365.3263
2601,152921.1895
2602,71666.24015
2603,86972.40941
2604,86174.13617
2605,69221.64972
2606,151678.7538
2607,220789.5743
2608,216995.5211
2609,173738.3359
2610,110838.7953
2611,194837.3991
2612,160510.6493
2613,128300.2849
2614,115985.1502
2615,161737.1286
2616,156614.7788
2617,205035.7654
2618,225713.0907
2619,209839.452
2620,190993.6118
2621,174837.7718
2622,183460.725
2623,240927.1201
2624,294850.5702
2625,281742.7244
2626,169319.5668
2627,175626.5561
2628,439500.8252
2629,471412.89
2630,369469.0015
2631,441471.0808
2632,389085.2572
2633,306865.2883
2634,406202.9178
2635,150935.6913
2636,196532.3888
2637,211226.4791
2638,268287.5448
2639,188388.9606
2640,156512.5832
2641,92495.06828
2642,175550.9794
2643,99073.99367
2644,109884.2693
2645,104028.184
2646,88243.38965
2647,98642.58155
2648,132107.2572
2649,149729.7692
2650,125878.3037
2651,135230.3014
2652,391967.5287
2653,253760.1729
2654,283069.0834
2655,408417.6635
2656,320362.795
2657,368248.5782
2658,329158.6467
2659,323349.6178
2660,352946.8238
2661,370086.8714
2662,371475.4695
2663,281689.1085
2664,303516.4597
2665,344744.6566
2666,309870.0503
2667,189652.2074
2668,195949.7049
2669,187787.5654
2670,266877.1169
2671,194874.6457
2672,201922.6846
2673,199372.8455
2674,193450.7828
2675,194672.7249
2676,185886.1683
2677,204180.3674
2678,241731.2819
2679,273011.7109
2680,284411.6816
2681,380678.2071
2682,308342.5096
2683,459546.7599
2684,308462.3519
2685,326884.0456
2686,254346.695
2687,306497.3492
2688,210874.714
2689,214838.7185
2690,380299.9627
2691,189906.1967
2692,145245.0657
2693,204697.0649
2694,155644.1229
2695,192663.2753
2696,182026.5128
2697,193604.4258
2698,198357.8743
2699,174486.1979
2700,152705.8692
2701,148462.3083
2702,108042.7628
2703,126686.0812
2704,136146.5313
2705,120780.5365
2706,103602.5214
2707,120503.1087
2708,136847.5777
2709,109168.2092
2710,125703.7031
2711,286744.5913
2712,389659.3575
2713,166092.5664
2714,143032.1408
2715,171982.9996
2716,138607.1815
2717,189933.5035
2718,208184.5822
2719,154706.3595
2720,177369.3565
2721,123822.0368
2722,161137.2384
2723,139345.4382
2724,128635.805
2725,126512.3814
2726,144218.481
2727,152022.2988
2728,180541.5401
2729,146252.9706
2730,151318.686
2731,134439.8132
2732,130667.6994
2733,155772.76
2734,145898.052
2735,147077.0861
2736,143244.2457
2737,124333.2627
2738,131536.5357
2739,154888.6244
2740,139013.8373
2741,135608.3183
2742,159248.0517
2743,152705.6858
2744,160803.4147
2745,143691.4442
2746,146248.144
2747,157893.0006
2748,119125.2944
2749,134814.2195
2750,124761.048
2751,132869.8008
2752,190309.7196
2753,151576.0301
2754,241005.1219
2755,149816.434
2756,99825.41061
2757,74601.58371
2758,88372.81243
2759,170135.7688
2760,134805.6582
2761,136589.2273
2762,148718.8135
2763,201518.3348
2764,176824.3307
2765,291237.7686
2766,129847.3188
2767,72908.523
2768,111763.4311
2769,130058.4344
2770,141682.1849
2771,98817.93702
2772,91437.18541
2773,174400.6505
2774,154958.601
2775,120692.5595
2776,144098.4243
2777,140897.5028
2778,115312.1154
2779,118781.2522
2780,93905.4956
2781,87480.70508
2782,85993.74967
2783,99253.90733
2784,109639.4431
2785,136986.0739
2786,46463.42212
2787,124433.864
2788,58227.21097
2789,175195.113
2790,99586.01462
2791,108717.6327
2792,60276.05992
2793,171641.9988
2794,85478.79923
2795,111731.7378
2796,89200.36049
2797,216399.5089
2798,101084.0397
2799,101188.3087
2800,61579.12291
2801,127300.1926
2802,144053.3296
2803,161192.5233
2804,138114.024
2805,116304.5135
2806,77732.52002
2807,210649.498
2808,144706.4123
2809,131138.7022
2810,121956.2244
2811,162262.0748
2812,179774.551
2813,150424.3382
2814,155221.9034
2815,97796.14327
2816,240807.212
2817,162575.3618
2818,128114.5607
2819,183493.9047
2820,146164.3686
2821,112982.8568
2822,206277.1696
2823,324771.9233
2824,190539.9091
2825,162553.4146
2826,136589.5487
2827,141112.5686
2828,243470.8381
2829,209623.9696
2830,233243.7672
2831,175784.7119
2832,254107.6968
2833,316240.1632
2834,237753.4763
2835,226472.8513
2836,188615.1381
2837,167202.4361
2838,151110.2491
2839,185161.8687
2840,207057.8315
2841,204488.8034
2842,222809.17
2843,156574.6946
2844,163455.8953
2845,124448.7178
2846,208747.84
2847,213705.871
2848,214695.1861
2849,198722.2454
2850,260761.4428
2851,208007.3023
2852,224687.4556
2853,229782.3361
2854,135855.5821
2855,201934.4341
2856,210935.5315
2857,185714.2937
2858,212210.796
2859,103358.4755
2860,146799.9387
2861,142314.9286
2862,194911.7819
2863,144503.0341
2864,254666.999
2865,161955.2908
2866,152698.7981
2867,101450.4809
2868,121059.4855
2869,104773.1547
2870,123230.953
2871,72671.44391
2872,28860.79559
2873,104018.7232
2874,143806.8573
2875,111684.4276
2876,167392.9485
2877,160910.9708
2878,150539.217
2879,145185.6046
2880,102920.5709
2881,139316.0893
2882,186836.5309
2883,184363.9547
2884,192891.8032
2885,174920.3252
2886,229632.717
2887,97858.87324
2888,136812.8553
2889,32420.99539
2890,66113.17858
2891,138371.6073
2892,20399.191
2893,63416.45147
2894,25558.21216
2895,328400.605
2896,272278.4732
2897,228379.4757
2898,151553.2271
2899,214314.1226
2900,160870.3669
2901,243069.4304
2902,191387.2356
2903,311848.3934
2904,349103.6938
2905,97133.43915
2906,195357.8902
2907,110926.3554
2908,125287.2311
2909,152075.2282
2910,67507.63345
2911,72770.63647
2912,152849.5
2913,69478.67535
2914,67857.20652
2915,79450.82933
2916,72419.10644
2917,174342.8061
2918,113071.0254
2919,231316.8093
